approvedAt,approvedBy,contextId,contextName,executionRequestId,executionRequestStatus,id,name,periodId,periodName,recordUtilsCount,rowsExcluded,rowsImported,rowsProcessed,rowsRejected,status,systemName,uploadedAt,uploadedBy
2026-07-31T08:40:00Z,erika.musterfrau@example.com,401,Enterprise Core Systems GmbH,900001,COMPLETED,100001,IMPORT_STAGE_PARTNER_20260701,202607,July 2026,754,0,754,754,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900002,COMPLETED,100002,IMPORT_STAGE_COMMISSION_20260702,202607,July 2026,328,5,323,328,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,max.mustermann@example.com,401,Enterprise Core Systems GmbH,900003,COMPLETED,100003,IMPORT_STAGE_DIRECTS_20260703,202607,July 2026,658,5,653,658,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900004,COMPLETED,100004,IMPORT_STAGE_TARIFF_20260704,202607,July 2026,130,0,130,130,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900005,COMPLETED,100005,IMPORT_STAGE_TARIFF_20260705,202607,July 2026,716,5,711,716,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,otto.normalverbraucher@example.com,401,Enterprise Core Systems GmbH,900006,COMPLETED,100006,IMPORT_STAGE_TARIFF_20260706,202607,July 2026,765,0,763,765,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900007,COMPLETED,100007,IMPORT_STAGE_TARIFF_20260707,202607,July 2026,703,0,703,703,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,felix.muster@example.com,401,Enterprise Core Systems GmbH,900008,COMPLETED,100008,IMPORT_STAGE_TARIFF_20260708,202607,July 2026,532,0,532,532,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,anna.beispiel@example.com,401,Enterprise Core Systems GmbH,900009,COMPLETED,100009,IMPORT_STAGE_DIRECTS_20260709,202607,July 2026,444,0,444,444,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,laura.schmidt@example.com,401,Enterprise Core Systems GmbH,900010,COMPLETED,100010,IMPORT_STAGE_PARTNER_20260710,202607,July 2026,467,5,462,467,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,maria.beispiel@example.com,401,Enterprise Core Systems GmbH,900011,COMPLETED,100011,IMPORT_STAGE_DIRECTS_20260711,202607,July 2026,570,0,568,570,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900012,COMPLETED,100012,IMPORT_STAGE_PARTNER_20260712,202607,July 2026,665,5,660,665,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,lisa.musterfrau@example.com,401,Enterprise Core Systems GmbH,900013,COMPLETED,100013,IMPORT_STAGE_TARIFF_20260713,202607,July 2026,296,0,296,296,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,jan.beispiel@example.com,401,Enterprise Core Systems GmbH,900014,COMPLETED,100014,IMPORT_STAGE_DIRECTS_20260714,202607,July 2026,181,0,181,181,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,felix.muster@example.com,401,Enterprise Core Systems GmbH,900015,COMPLETED,100015,IMPORT_STAGE_PARTNER_20260715,202607,July 2026,564,0,564,564,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900016,COMPLETED,100016,IMPORT_STAGE_COMMISSION_20260716,202607,July 2026,314,5,309,314,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,david.muster@example.com,401,Enterprise Core Systems GmbH,900017,COMPLETED,100017,IMPORT_STAGE_TARIFF_20260717,202607,July 2026,750,5,745,750,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900018,COMPLETED,100018,IMPORT_STAGE_TARIFF_20260718,202607,July 2026,573,0,572,573,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,lisa.musterfrau@example.com,401,Enterprise Core Systems GmbH,900019,COMPLETED,100019,IMPORT_STAGE_COMMISSION_20260719,202607,July 2026,432,0,432,432,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900020,COMPLETED,100020,IMPORT_STAGE_TARIFF_20260720,202607,July 2026,510,0,510,510,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,sarah.beispiel@example.com,401,Enterprise Core Systems GmbH,900021,COMPLETED,100021,IMPORT_STAGE_DIRECTS_20260721,202607,July 2026,422,5,417,422,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tim.mustermann@example.com,401,Enterprise Core Systems GmbH,900022,COMPLETED,100022,IMPORT_STAGE_PARTNER_20260722,202607,July 2026,758,0,757,758,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900023,COMPLETED,100023,IMPORT_STAGE_PARTNER_20260723,202607,July 2026,352,5,345,352,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tobias.muster@example.com,401,Enterprise Core Systems GmbH,900024,COMPLETED,100024,IMPORT_STAGE_DIRECTS_20260724,202607,July 2026,698,5,692,698,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tim.mustermann@example.com,401,Enterprise Core Systems GmbH,900025,COMPLETED,100025,IMPORT_STAGE_DIRECTS_20260725,202607,July 2026,324,5,319,324,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900026,COMPLETED,100026,IMPORT_STAGE_TARIFF_20260726,202607,July 2026,148,0,148,148,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tobias.muster@example.com,401,Enterprise Core Systems GmbH,900027,COMPLETED,100027,IMPORT_STAGE_DIRECTS_20260727,202607,July 2026,532,0,530,532,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900028,COMPLETED,100028,IMPORT_STAGE_PARTNER_20260728,202607,July 2026,710,5,704,710,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900029,COMPLETED,100029,IMPORT_STAGE_PARTNER_20260729,202607,July 2026,111,5,106,111,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,can.yilmaz@example.com,401,Enterprise Core Systems GmbH,900030,COMPLETED,100030,IMPORT_STAGE_DIRECTS_20260730,202607,July 2026,448,0,448,448,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900031,COMPLETED,100031,IMPORT_STAGE_PARTNER_20260731,202607,July 2026,564,5,559,564,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900032,COMPLETED,100032,IMPORT_STAGE_PARTNER_20260732,202607,July 2026,282,0,280,282,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,jonas.beispiel@example.com,401,Enterprise Core Systems GmbH,900033,COMPLETED,100033,IMPORT_STAGE_TARIFF_20260733,202607,July 2026,619,0,617,619,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900034,COMPLETED,100034,IMPORT_STAGE_COMMISSION_20260734,202607,July 2026,265,5,258,265,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,daria.wisniewski@example.com,401,Enterprise Core Systems GmbH,900035,COMPLETED,100035,IMPORT_STAGE_COMMISSION_20260735,202607,July 2026,431,0,430,431,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900036,COMPLETED,100036,IMPORT_STAGE_TARIFF_20260736,202607,July 2026,414,0,414,414,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,erika.musterfrau@example.com,401,Enterprise Core Systems GmbH,900037,COMPLETED,100037,IMPORT_STAGE_DIRECTS_20260737,202607,July 2026,180,5,175,180,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900038,COMPLETED,100038,IMPORT_STAGE_DIRECTS_20260738,202607,July 2026,645,0,645,645,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,piotr.nowak@example.com,401,Enterprise Core Systems GmbH,900039,COMPLETED,100039,IMPORT_STAGE_DIRECTS_20260739,202607,July 2026,269,5,264,269,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,jan.beispiel@example.com,401,Enterprise Core Systems GmbH,900040,COMPLETED,100040,IMPORT_STAGE_PARTNER_20260740,202607,July 2026,652,5,647,652,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,niklas.muster@example.com,401,Enterprise Core Systems GmbH,900041,COMPLETED,100041,IMPORT_STAGE_DIRECTS_20260741,202607,July 2026,787,0,787,787,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,marie.schmidt@example.com,401,Enterprise Core Systems GmbH,900042,COMPLETED,100042,MAN_PRODUCT_PRICE_LIST_FN_INDD2D_20260728073200,202607,July 2026,507,0,507,507,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900043,COMPLETED,100043,IMPORT_STAGE_COMMISSION_20260743,202607,July 2026,330,0,330,330,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tim.becker@example.com,401,Enterprise Core Systems GmbH,900044,COMPLETED,100044,IMPORT_STAGE_TARIFF_20260744,202607,July 2026,667,5,662,667,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,anna.beispiel@example.com,401,Enterprise Core Systems GmbH,900045,COMPLETED,100045,IMPORT_STAGE_COMMISSION_20260745,202607,July 2026,172,0,172,172,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,lena.lange@example.com,401,Enterprise Core Systems GmbH,900046,COMPLETED,100046,IMPORT_STAGE_TARIFF_20260746,202607,July 2026,438,5,433,438,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900047,COMPLETED,100047,IMPORT_STAGE_TARIFF_20260747,202607,July 2026,785,0,784,785,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,hannah.hartmann@example.com,401,Enterprise Core Systems GmbH,900048,COMPLETED,100048,IMPORT_STAGE_TARIFF_20260748,202607,July 2026,684,0,682,684,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900049,COMPLETED,100049,IMPORT_STAGE_COMMISSION_20260749,202607,July 2026,516,0,516,516,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,maximilian.fischer@example.com,401,Enterprise Core Systems GmbH,900050,COMPLETED,100050,IMPORT_STAGE_DIRECTS_20260750,202607,July 2026,541,0,541,541,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900051,COMPLETED,100051,IMPORT_STAGE_DIRECTS_20260751,202607,July 2026,155,0,155,155,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,amira.haddad@example.com,401,Enterprise Core Systems GmbH,900052,COMPLETED,100052,IMPORT_STAGE_TARIFF_20260752,202607,July 2026,447,0,447,447,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,lena.lange@example.com,401,Enterprise Core Systems GmbH,900053,COMPLETED,100053,IMPORT_STAGE_DIRECTS_20260753,202607,July 2026,649,0,648,649,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,maximilian.fischer@example.com,401,Enterprise Core Systems GmbH,900054,COMPLETED,100054,IMPORT_STAGE_COMMISSION_20260754,202607,July 2026,385,0,384,385,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,piotr.nowak@example.com,401,Enterprise Core Systems GmbH,900055,COMPLETED,100055,IMPORT_STAGE_COMMISSION_20260755,202607,July 2026,663,0,663,663,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,erika.musterfrau@example.com,401,Enterprise Core Systems GmbH,900056,COMPLETED,100056,IMPORT_STAGE_DIRECTS_20260756,202607,July 2026,342,0,342,342,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,max.mustermann@example.com,401,Enterprise Core Systems GmbH,900057,COMPLETED,100057,IMPORT_STAGE_TARIFF_20260757,202607,July 2026,318,0,317,318,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
